Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
440,Michael Massey*,26,KCR,356,1330,3.74,912,68.3%,24.1%,13.6%,31.4%,30.9%,75.9%,0.0%,52.0%,82.1%,20.2%,2.2%,8,0,7.0%,25,10,3.1%,11,7,10,46,17.9%,0,0,0,massemi02
441,Miles Mastrobuoni*,28,CHC,107,381,3.56,243,63.6%,35.0%,13.2%,18.1%,33.7%,65.0%,0.0%,41.5%,79.7%,11.2%,4.7%,5,0,16.8%,18,8,5.6%,6,4,1,16,5.9%,0,0,0,mastrmi01
442,Jorge Mateo,29,BAL,209,820,3.92,552,67.3%,23.2%,17.8%,32.1%,27.0%,76.8%,0.0%,51.7%,76.9%,32.1%,4.8%,10,0,11.5%,24,9,8.1%,17,9,7,41,14.6%,0,0,0,mateojo01
443,Nick Maton*,27,BAL,5,28,5.60,15,53.6%,20.0%,26.7%,33.3%,20.0%,80.0%,0.0%,42.9%,66.7%,20.0%,0.0%,0,0,20.0%,1,1,20.0%,1,1,0,2,0.0%,0,0,0,matonni01
444,Luis Matos,22,SFG,156,544,3.49,382,69.8%,22.5%,12.0%,31.9%,33.2%,77.2%,0.0%,54.2%,84.1%,29.5%,1.9%,3,0,12.8%,20,16,5.1%,8,7,5,19,20.8%,0,0,0,matoslu02
445,Coby Mayo,22,BAL,46,188,4.09,120,63.8%,25.0%,34.2%,25.0%,15.8%,75.0%,0.0%,47.9%,54.4%,41.3%,6.5%,3,0,10.9%,5,1,6.5%,3,1,7,15,31.8%,0,0,0,mayoco01
446,James McCann,34,BAL,234,875,3.74,585,66.7%,21.9%,21.5%,28.9%,27.5%,77.9%,0.0%,52.1%,72.2%,28.6%,0.9%,2,0,9.0%,21,16,4.7%,11,6,11,44,19.6%,0,0,0,mccanja02
447,Kyle McCann*,26,OAK,157,636,4.05,388,60.6%,24.7%,34.0%,20.4%,20.9%,75.3%,0.0%,45.9%,54.8%,34.4%,5.7%,9,1,17.2%,27,13,12.1%,19,10,15,44,25.4%,0,0,0,mccanky01
448,Jake McCarthy*,26,ARI,495,1786,3.61,1190,66.4%,25.9%,13.0%,29.7%,31.3%,74.0%,0.0%,49.3%,82.3%,32.3%,2.8%,14,1,10.3%,51,22,5.9%,29,21,28,50,35.9%,0,0,0,mccarja02
449,Chas McCormick,29,HOU,267,1010,3.78,672,66.5%,20.1%,25.0%,29.0%,25.9%,79.9%,0.0%,53.2%,68.7%,43.4%,5.2%,14,0,14.2%,38,10,9.7%,26,17,7,65,9.7%,0,0,0,mccorch01
450,Mason McCoy,29,SDP,57,232,4.07,156,67.2%,32.7%,19.9%,26.3%,21.2%,67.3%,0.0%,45.3%,70.5%,29.8%,1.8%,1,0,5.3%,3,1,7.0%,4,2,5,14,26.3%,0,0,0,mccoyma01
451,Grant McCray*,23,SFG,130,519,3.99,343,66.0%,19.8%,35.0%,25.4%,19.8%,80.2%,0.0%,53.0%,56.4%,38.5%,4.6%,6,0,10.8%,14,7,4.6%,6,5,5,51,8.9%,0,0,0,mccragr01
452,Andrew McCutchen,37,PIT,516,2163,4.19,1326,61.2%,31.5%,19.8%,24.8%,23.9%,68.5%,0.0%,42.0%,71.1%,29.8%,4.8%,25,4,15.7%,81,28,12.0%,62,24,33,100,24.8%,0,0,0,mccutan01
453,Scott McGough,34,ARI,1,4,4.00,3,75.0%,66.7%,0.0%,33.3%,0.0%,33.3%,0.0%,25.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0,mcgousc01
454,Reese McGuire*,29,BOS,159,609,3.83,389,63.9%,29.6%,17.2%,26.5%,26.7%,70.4%,0.0%,45.0%,75.5%,28.3%,5.0%,8,0,8.2%,13,1,10.1%,16,7,15,24,38.5%,0,0,0,mcguire01
455,Ryan McKenna,27,TOT,15,52,3.47,33,63.5%,18.2%,15.2%,39.4%,27.3%,81.8%,0.0%,51.9%,81.5%,40.0%,6.7%,1,1,13.3%,2,1,6.7%,1,1,2,3,40.0%,0,0,0,mckenry01
456,Ryan McKenna,27,BAL,9,24,2.67,13,54.2%,7.7%,15.4%,23.1%,53.8%,92.3%,0.0%,50.0%,83.3%,44.4%,0.0%,0,0,11.1%,1,1,0.0%,0,0,0,1,0.0%,0,0,0,mckenry01
457,Ryan McKenna,27,SFG,6,28,4.67,20,71.4%,25.0%,15.0%,50.0%,10.0%,75.0%,0.0%,53.6%,80.0%,33.3%,16.7%,1,1,16.7%,1,0,16.7%,1,1,2,2,50.0%,0,0,0,mckenry01
458,Billy McKinney*,29,PIT,28,114,4.07,74,64.9%,27.0%,35.1%,21.6%,16.2%,73.0%,0.0%,47.4%,51.9%,35.7%,0.0%,0,0,14.3%,4,3,3.6%,1,0,3,10,23.1%,0,0,0,mckinbi01
459,Zach McKinstry*,29,DET,325,1249,3.84,816,65.3%,27.0%,16.2%,28.7%,28.2%,73.0%,0.0%,47.7%,77.9%,28.0%,5.2%,17,1,15.7%,51,19,7.4%,24,9,16,52,23.2%,0,0,0,mckinza01
460,Ryan McMahon*,29,COL,649,2723,4.20,1722,62.8%,25.8%,22.3%,29.4%,22.5%,74.2%,0.0%,46.9%,70.0%,32.0%,4.8%,31,10,13.3%,86,38,8.5%,55,31,41,144,22.2%,0,0,0,mcmahry01
461,Jeff McNeil*,32,NYM,472,1711,3.63,1138,66.2%,16.7%,14.6%,37.1%,31.6%,83.3%,0.0%,55.4%,82.5%,41.3%,3.8%,18,0,11.0%,52,22,6.8%,32,16,13,55,19.1%,0,0,0,mcneije01
462,Curtis Mead,23,TBR,132,471,3.57,309,65.5%,20.1%,18.8%,30.7%,30.4%,79.9%,0.0%,52.4%,76.5%,37.9%,0.8%,1,0,7.6%,10,8,5.3%,7,4,7,23,23.3%,0,0,0,meadcu01
463,Parker Meadows*,24,DET,298,1214,4.07,761,62.6%,27.3%,19.6%,27.2%,25.8%,72.5%,0.0%,45.5%,72.9%,21.5%,1.3%,4,0,15.4%,46,22,7.7%,23,16,20,56,26.3%,0,0,0,meadopa01
464,MJ Melendez*,25,KCR,451,1845,4.09,1197,64.7%,19.1%,23.9%,31.9%,25.1%,80.9%,0.0%,52.5%,70.5%,39.5%,3.5%,16,1,13.5%,61,28,7.5%,34,25,23,90,20.4%,0,0,0,melenmj01
465,Danny Mendick,30,CHW,142,540,3.80,355,65.5%,27.0%,20.8%,24.2%,27.6%,72.7%,0.0%,47.8%,71.0%,28.2%,2.8%,4,0,10.6%,15,9,8.5%,12,5,11,24,31.4%,0,0,0,mendida01
466,Joey Meneses,32,WSN,316,1142,3.61,748,65.2%,22.5%,17.8%,29.8%,29.9%,77.5%,0.0%,50.8%,77.1%,29.7%,4.1%,13,0,11.7%,37,22,6.3%,20,13,12,51,19.0%,0,0,0,menesjo01
467,Whit Merrifield,35,TOT,337,1330,3.95,842,63.3%,28.3%,13.4%,29.2%,29.1%,71.7%,0.0%,45.4%,81.3%,26.4%,3.6%,12,0,11.6%,39,12,9.2%,31,16,13,39,25.0%,0,0,0,merriwh01
468,Whit Merrifield,35,PHI,176,633,3.60,418,66.0%,25.8%,13.9%,27.3%,33.0%,74.2%,0.0%,49.0%,81.3%,30.7%,3.4%,6,0,11.4%,20,7,7.4%,13,6,4,15,21.1%,0,0,0,merriwh01
469,Whit Merrifield,35,ATL,161,697,4.33,424,60.8%,30.7%,13.0%,31.1%,25.2%,69.3%,0.0%,42.2%,81.3%,21.7%,3.7%,6,0,11.8%,19,5,11.2%,18,10,9,24,27.3%,0,0,0,merriwh01
470,Jackson Merrill*,21,SDP,594,2214,3.73,1486,67.0%,15.2%,17.4%,36.3%,31.1%,84.8%,0.0%,56.9%,79.5%,45.6%,2.9%,17,1,9.1%,54,29,6.7%,40,25,13,88,12.9%,0,0,0,merrija01
471,Matt Mervis*,26,CHC,29,98,3.38,65,66.3%,16.9%,27.7%,26.2%,29.2%,83.1%,0.0%,55.1%,66.7%,37.9%,3.4%,1,0,6.9%,2,1,0.0%,0,0,3,5,37.5%,0,0,0,mervima01
472,Jake Meyers,28,HOU,514,1817,3.54,1185,65.1%,24.5%,20.3%,25.4%,29.6%,75.4%,0.0%,49.1%,72.8%,43.4%,2.1%,11,2,8.6%,44,19,5.1%,26,11,37,79,31.9%,0,0,0,meyerja02
473,Drew Millas#,26,WSN,64,252,3.94,157,62.3%,26.8%,16.6%,30.6%,26.1%,73.2%,0.0%,45.6%,77.4%,40.6%,3.1%,2,0,10.9%,7,4,9.4%,6,4,7,9,43.8%,0,0,0,milladr01
474,Owen Miller,27,MIL,28,103,3.68,73,70.9%,27.4%,23.3%,23.3%,26.0%,72.6%,0.0%,51.5%,67.9%,25.0%,0.0%,0,0,0.0%,0,0,3.6%,1,0,1,7,12.5%,0,0,0,milleow01
475,José Miranda,26,MIN,431,1540,3.57,1024,66.3%,21.4%,17.7%,27.8%,33.1%,78.6%,0.0%,52.3%,77.5%,37.6%,4.4%,19,2,13.7%,59,32,8.4%,36,21,10,56,15.2%,0,0,0,miranjo01
476,Kameron Misner*,26,TBR,16,65,4.06,50,76.9%,30.0%,30.0%,30.0%,10.0%,70.0%,0.0%,53.8%,57.1%,31.3%,0.0%,0,0,6.3%,1,1,0.0%,0,0,5,5,50.0%,0,0,0,misneka01
477,Garrett Mitchell*,25,MIL,226,891,3.94,541,60.7%,26.8%,25.5%,24.2%,23.5%,73.2%,0.0%,44.4%,65.2%,34.1%,1.3%,3,1,12.4%,28,22,8.4%,19,11,30,41,42.3%,0,0,0,mitchga01
478,Andruw Monasterio,27,MIL,142,647,4.56,401,62.0%,31.4%,16.5%,30.9%,21.2%,68.6%,0.0%,42.5%,76.0%,22.5%,3.5%,5,0,11.3%,16,6,5.6%,8,6,9,31,22.5%,0,0,0,monasan01
479,Yoán Moncada#,29,CHW,45,192,4.27,119,62.0%,26.1%,17.6%,31.9%,24.4%,73.9%,0.0%,45.8%,76.1%,37.8%,11.1%,5,0,17.8%,8,2,20.0%,9,6,3,8,27.3%,0,0,0,moncayo01
480,Mickey Moniak*,26,LAA,418,1535,3.67,1069,69.6%,18.5%,25.0%,30.4%,26.1%,81.5%,0.0%,56.7%,69.3%,38.0%,2.6%,11,0,9.6%,40,24,3.6%,15,8,19,95,16.7%,0,0,0,moniami01
481,Elehuris Montero,25,COL,249,923,3.71,621,67.2%,19.6%,24.3%,28.5%,27.5%,80.4%,0.0%,54.1%,69.7%,41.4%,3.6%,9,1,10.4%,26,9,8.8%,22,6,12,44,21.4%,0,0,0,monteel01
482,Dylan Moore,31,SEA,442,1804,4.08,1100,60.8%,30.4%,17.3%,29.5%,22.8%,69.5%,0.0%,42.4%,75.1%,28.7%,5.2%,23,0,14.7%,65,27,12.0%,53,27,35,87,28.7%,0,0,0,mooredy01
483,Christopher Morel,25,TOT,614,2352,3.83,1456,61.6%,24.1%,25.9%,23.8%,26.2%,75.9%,0.0%,47.0%,65.9%,40.9%,2.4%,15,1,10.1%,62,34,7.8%,48,28,53,106,33.3%,0,0,0,morelch01
484,Christopher Morel,25,CHC,424,1614,3.81,986,60.8%,24.6%,24.2%,24.4%,26.7%,75.4%,0.0%,46.0%,67.8%,39.2%,1.7%,7,0,10.6%,45,27,7.3%,31,17,40,63,38.8%,0,0,0,morelch01
485,Christopher Morel,25,TBR,190,738,3.88,470,63.3%,23.0%,29.4%,22.6%,25.1%,77.0%,0.0%,49.1%,61.9%,44.7%,4.2%,8,1,8.9%,17,7,8.9%,17,11,13,43,23.2%,0,0,0,morelch01
486,Gabriel Moreno,24,ARI,351,1532,4.36,963,62.6%,34.5%,12.1%,26.8%,26.6%,65.5%,0.0%,41.2%,81.5%,15.1%,6.3%,22,0,18.2%,64,17,12.8%,45,20,11,41,21.2%,0,0,0,morenga01
487,Ryan Mountcastle,27,BAL,507,1901,3.75,1303,68.4%,18.1%,20.6%,33.3%,28.0%,81.9%,0.0%,56.1%,74.9%,39.1%,2.8%,14,0,9.9%,50,24,5.9%,30,17,9,105,7.9%,0,0,0,mountry01
488,Cedric Mullins*,29,BAL,499,1938,3.88,1249,64.4%,20.3%,15.3%,36.0%,28.4%,79.7%,0.0%,51.4%,80.8%,36.7%,5.2%,26,2,14.2%,71,25,7.2%,36,23,18,80,18.4%,0,0,0,mullice01
489,Max Muncy*,33,LAD,294,1208,4.11,702,57.5%,30.1%,21.7%,24.6%,23.6%,69.9%,0.0%,40.6%,69.0%,25.2%,6.5%,19,5,18.4%,54,16,13.9%,41,22,10,67,13.0%,0,0,0,muncyma01
490,Sean Murphy,29,ATL,264,1065,4.03,690,64.4%,29.4%,20.0%,26.2%,24.2%,70.4%,0.0%,45.6%,71.5%,32.2%,4.2%,11,1,10.2%,27,5,8.7%,23,10,14,52,21.2%,0,0,0,murphse01
491,Tom Murphy,33,SFG,38,152,4.00,97,63.4%,32.0%,24.7%,21.6%,20.6%,67.0%,0.0%,42.8%,62.1%,21.1%,2.6%,1,0,13.2%,5,4,2.6%,1,1,3,10,23.1%,0,0,0,murphto04
492,Dane Myers,28,MIA,108,425,3.94,275,64.7%,32.0%,20.0%,25.8%,22.2%,68.0%,0.0%,44.0%,70.6%,26.9%,2.8%,3,0,10.2%,11,3,8.3%,9,2,11,25,30.6%,0,0,0,myersda01
493,Carlos Narváez,25,NYY,15,68,4.53,41,60.3%,22.0%,29.3%,31.7%,17.1%,78.0%,0.0%,47.1%,62.5%,20.0%,6.7%,1,0,13.3%,2,1,20.0%,3,2,0,6,0.0%,0,0,0,narvaca01
494,Omar Narváez*,32,NYM,69,269,3.90,179,66.5%,22.3%,12.8%,34.6%,30.2%,77.7%,0.0%,51.7%,83.5%,27.5%,1.4%,1,0,13.0%,9,7,7.2%,5,4,3,9,25.0%,0,0,0,narvaom01
495,Bo Naylor*,24,CLE,392,1624,4.14,1037,63.7%,26.6%,20.7%,29.9%,22.8%,73.4%,0.0%,46.9%,71.7%,29.8%,5.4%,21,3,14.0%,55,21,10.5%,41,25,22,100,18.0%,0,0,0,naylobo01
496,Josh Naylor*,27,CLE,637,2284,3.59,1438,62.2%,20.1%,17.9%,29.8%,32.2%,79.9%,0.0%,50.3%,77.6%,39.1%,6.8%,43,15,17.6%,112,42,9.6%,61,31,20,85,19.0%,0,0,0,naylojo01
497,Zach Neto,23,LAA,604,2289,3.79,1496,65.2%,25.2%,20.3%,27.3%,27.2%,74.8%,0.0%,48.9%,72.9%,32.1%,3.5%,21,1,12.4%,75,33,6.5%,39,16,27,113,19.3%,0,0,0,netoza01
498,Tyler Nevin,27,OAK,278,1090,3.92,701,64.3%,26.4%,18.8%,28.5%,26.2%,73.6%,0.0%,47.3%,74.4%,25.9%,8.3%,23,0,19.4%,54,19,10.1%,28,14,11,53,17.2%,0,0,0,nevinty01
499,Kevin Newman,30,ARI,312,1070,3.43,723,67.3%,27.2%,12.6%,25.9%,34.3%,72.8%,0.0%,49.2%,82.7%,31.7%,3.5%,11,0,12.2%,38,19,7.4%,23,14,12,36,25.0%,0,0,0,newmake01
500,Tomás Nido,30,TOT,140,506,3.61,361,71.3%,15.2%,30.5%,26.6%,27.7%,84.8%,0.0%,60.5%,64.1%,50.7%,0.7%,1,0,6.4%,9,3,3.6%,5,2,3,32,8.6%,0,0,0,nidoto01
501,Tomás Nido,30,NYM,90,317,3.52,223,70.3%,16.1%,28.7%,25.6%,29.6%,83.9%,0.0%,59.0%,65.8%,46.7%,1.1%,1,0,7.8%,7,3,5.6%,5,2,1,19,5.0%,0,0,0,nidoto01
502,Tomás Nido,30,CHC,50,189,3.78,138,73.0%,13.8%,33.3%,28.3%,24.6%,86.2%,0.0%,63.0%,61.3%,58.0%,0.0%,0,0,4.0%,2,0,0.0%,0,0,2,13,13.3%,0,0,0,nidoto01
503,Brandon Nimmo*,31,NYM,666,2747,4.12,1677,61.0%,26.5%,17.2%,31.5%,24.8%,73.5%,0.0%,44.8%,76.6%,32.4%,4.7%,31,2,15.0%,100,31,10.4%,69,29,43,114,27.4%,0,0,0,nimmobr01
504,Ryan Noda*,28,OAK,111,499,4.50,302,60.5%,30.5%,23.5%,26.5%,19.5%,69.5%,0.0%,42.1%,66.2%,33.3%,3.6%,4,0,12.6%,14,4,10.8%,12,7,15,22,40.5%,0,0,0,nodary01
505,Jhonkensy Noel,22,CLE,198,725,3.66,510,70.2%,23.1%,26.3%,27.6%,22.9%,76.9%,0.0%,54.1%,65.8%,39.4%,3.5%,7,0,10.1%,20,6,5.6%,11,5,12,51,19.0%,0,0,0,noeljh01
506,Lars Nootbaar*,26,STL,405,1659,4.10,1011,60.7%,39.0%,11.6%,22.5%,27.0%,61.0%,0.0%,37.2%,81.0%,16.0%,7.2%,29,1,17.3%,70,18,10.6%,43,14,31,48,39.2%,0,0,0,nootbla01
507,Connor Norby,24,TOT,197,759,3.85,516,68.0%,15.3%,28.1%,34.3%,22.3%,84.7%,0.0%,57.6%,66.8%,53.8%,3.6%,7,1,9.6%,19,10,8.6%,17,12,8,56,12.5%,0,0,0,norbyco01
508,Connor Norby,24,BAL,32,130,4.06,98,75.4%,15.3%,25.5%,38.8%,20.4%,84.7%,0.0%,63.8%,69.9%,56.3%,3.1%,1,0,6.3%,2,1,3.1%,1,1,0,12,0.0%,0,0,0,norbyco01
509,Connor Norby,24,MIA,165,629,3.81,418,66.5%,15.3%,28.7%,33.3%,22.7%,84.7%,0.0%,56.3%,66.1%,53.3%,3.6%,6,1,10.3%,17,9,9.7%,16,11,8,44,15.4%,0,0,0,norbyco01
510,Nasim Nuñez#,23,WSN,78,327,4.19,197,60.2%,32.5%,13.2%,28.4%,25.9%,67.5%,0.0%,40.7%,80.5%,28.2%,6.4%,5,0,14.1%,11,3,10.3%,8,4,6,9,40.0%,0,0,0,nunezna01
511,Ryan O'Hearn*,30,BAL,494,1920,3.89,1205,62.5%,25.6%,13.4%,29.7%,31.3%,74.4%,0.0%,46.7%,81.9%,24.3%,3.8%,19,1,13.6%,67,31,9.9%,49,30,26,43,37.7%,0,0,0,ohearry01
512,Logan O'Hoppe,24,LAA,523,1983,3.79,1310,66.0%,21.1%,26.5%,27.4%,24.9%,78.8%,0.0%,52.0%,66.2%,35.9%,1.9%,10,1,10.1%,53,28,4.6%,24,15,22,132,14.3%,0,0,0,ohopplo01
513,Tyler O'Neill,29,BOS,475,1984,4.18,1212,60.5%,26.9%,24.9%,27.1%,21.0%,73.0%,0.0%,44.6%,65.8%,27.4%,5.3%,25,5,13.1%,62,17,8.8%,42,25,39,120,24.5%,0,0,0,oneilty01
514,Shohei Ohtani*,29,LAD,731,2838,3.88,1751,60.9%,23.3%,22.8%,26.3%,27.5%,76.7%,0.0%,47.3%,70.2%,39.1%,5.6%,41,8,14.9%,109,39,10.8%,79,38,40,122,24.7%,0,0,0,ohtansh01
515,Edward Olivares,28,PIT,196,768,3.92,507,65.8%,22.5%,18.7%,30.8%,27.8%,77.3%,0.0%,51.0%,75.6%,33.7%,2.0%,4,0,12.2%,24,9,7.1%,14,8,9,28,24.3%,0,0,0,olivaed02
516,Matt Olson*,30,ATL,685,2947,4.30,1855,62.5%,21.0%,20.8%,34.8%,23.5%,79.0%,0.0%,49.7%,73.7%,33.7%,5.4%,37,11,14.3%,98,46,9.2%,63,35,34,136,20.0%,0,0,0,olsonma02
517,Jonathan Ornelas,24,TEX,40,163,4.08,112,68.7%,33.0%,19.6%,25.0%,22.3%,67.0%,0.0%,46.0%,70.7%,25.0%,2.5%,1,0,15.0%,6,2,12.5%,5,4,5,8,38.5%,0,0,0,orneljo01
518,Rafael Ortega*,33,CHW,17,68,4.00,41,60.3%,34.1%,19.5%,19.5%,26.8%,65.9%,0.0%,39.7%,70.4%,23.5%,0.0%,0,0,5.9%,1,0,17.6%,3,1,0,4,0.0%,0,0,0,ortegra01
519,Joey Ortiz,25,MIL,514,2124,4.13,1338,62.9%,37.4%,10.7%,25.9%,25.9%,62.5%,0.0%,39.4%,82.8%,17.9%,4.5%,23,0,15.2%,78,25,9.5%,49,14,34,69,33.0%,0,0,0,ortizjo06
520,James Outman*,27,LAD,157,634,4.04,412,64.9%,26.7%,27.2%,26.5%,19.7%,73.3%,0.0%,47.6%,62.9%,40.1%,4.5%,7,0,11.5%,18,7,8.3%,13,5,13,42,23.6%,0,0,0,outmaja01
521,Marcell Ozuna,33,ATL,689,2875,4.17,1742,60.4%,22.7%,24.2%,27.7%,25.3%,77.2%,0.0%,46.8%,68.6%,31.9%,3.2%,22,7,13.8%,95,59,8.1%,56,34,52,118,30.6%,0,0,0,ozunama01
522,Cristian Pache,25,TOT,183,753,4.11,477,63.1%,22.6%,25.6%,30.0%,21.4%,76.9%,0.0%,48.7%,66.4%,38.8%,3.3%,6,1,12.0%,22,10,7.7%,14,8,16,46,25.8%,0,0,0,pachecr01
523,Cristian Pache,25,TOT,182,747,4.10,474,63.2%,22.8%,25.5%,30.0%,21.3%,76.8%,0.0%,48.7%,66.4%,38.5%,3.3%,6,1,12.1%,22,10,7.7%,14,8,16,46,25.8%,0,0,0,pachecr01
524,Cristian Pache,25,PHI,118,496,4.20,305,61.2%,23.9%,25.6%,29.8%,20.3%,75.7%,0.0%,46.6%,65.9%,39.8%,5.1%,6,1,13.6%,16,7,10.2%,12,8,12,30,28.6%,0,0,0,pachecr01
525,Cristian Pache,25,BAL,1,6,6.00,3,50.0%,0.0%,33.3%,33.3%,33.3%,100.0%,0.0%,50.0%,66.7%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,pachecr01
526,Cristian Pache,25,MIA,64,251,3.92,169,67.1%,20.7%,25.4%,30.2%,23.1%,78.7%,0.0%,53.0%,67.2%,35.9%,0.0%,0,0,9.4%,6,3,3.1%,2,0,4,16,20.0%,0,0,0,pachecr01
527,Andy Pages,23,LAD,444,1719,3.87,1132,65.6%,22.1%,20.2%,30.7%,26.5%,77.5%,0.0%,51.0%,73.5%,36.7%,2.3%,10,3,9.0%,40,19,6.1%,27,16,24,83,22.4%,0,0,0,pagesan01
528,Pedro Pagés,25,STL,219,849,3.88,585,68.8%,26.0%,19.3%,29.6%,25.1%,74.0%,0.0%,51.0%,73.9%,34.2%,4.1%,9,0,11.9%,26,12,6.8%,15,9,10,48,17.2%,0,0,0,pagespe02
529,Joshua Palacios*,28,PIT,79,307,3.89,182,58.9%,23.6%,19.8%,26.4%,30.2%,76.4%,0.0%,45.3%,74.1%,34.2%,13.9%,11,0,19.0%,15,2,12.7%,10,4,1,11,8.3%,0,0,0,palacjo01
530,Richie Palacios*,27,TBR,320,1281,4.00,775,60.3%,22.8%,19.1%,32.4%,25.7%,77.2%,0.0%,46.7%,75.3%,37.5%,6.3%,20,1,15.9%,51,21,10.9%,35,14,22,45,32.8%,0,0,0,palacri01
531,Isaac Paredes,25,TOT,644,2853,4.43,1803,63.0%,29.2%,12.2%,34.0%,24.6%,70.8%,0.0%,44.7%,82.8%,20.5%,4.8%,31,1,13.4%,86,28,11.0%,71,43,27,78,25.7%,0,0,0,paredis01
532,Isaac Paredes,25,TBR,432,1908,4.42,1205,62.9%,29.9%,11.9%,33.6%,24.6%,70.1%,0.0%,44.3%,83.1%,22.5%,5.8%,25,1,13.2%,57,14,11.1%,48,30,18,50,26.5%,0,0,0,paredis01
533,Isaac Paredes,25,CHC,212,945,4.46,598,63.2%,27.9%,12.9%,34.8%,24.4%,72.1%,0.0%,45.6%,82.1%,16.5%,2.8%,6,0,13.7%,29,14,10.8%,23,13,9,28,24.3%,0,0,0,paredis01
534,Kyren Paris,22,LAA,59,234,3.97,142,60.2%,26.8%,21.8%,26.8%,24.6%,73.2%,0.0%,44.4%,70.2%,32.2%,5.1%,3,0,16.9%,10,6,8.5%,5,2,5,12,29.4%,0,0,0,parisky01
535,Vinnie Pasquantino*,26,KCR,558,2133,3.82,1374,64.2%,25.8%,10.8%,31.5%,32.0%,74.2%,0.0%,47.8%,85.5%,23.7%,4.8%,27,2,15.4%,86,32,8.1%,45,25,23,48,32.4%,0,0,0,pasquvi01
536,Graham Pauley*,23,SDP,32,140,4.38,97,69.3%,25.8%,20.6%,36.1%,17.5%,74.2%,0.0%,51.4%,72.2%,34.4%,12.5%,4,0,15.6%,5,0,12.5%,4,3,6,9,40.0%,0,0,0,paulegr01
537,Joc Pederson*,32,ARI,449,1812,4.04,1140,62.7%,30.2%,17.4%,28.7%,23.8%,69.8%,0.0%,43.9%,75.1%,18.3%,6.9%,31,3,19.8%,89,34,8.9%,40,14,24,81,22.9%,0,0,0,pederjo01
538,Liover Peguero,23,PIT,10,46,4.60,32,69.6%,21.9%,31.3%,25.0%,21.9%,78.1%,0.0%,54.3%,60.0%,10.0%,0.0%,0,0,10.0%,1,1,0.0%,0,0,0,3,0.0%,0,0,0,pegueli01
539,Jeremy Peña,26,HOU,650,2272,3.50,1550,68.1%,20.6%,19.7%,27.4%,32.3%,79.4%,0.0%,54.2%,75.1%,41.5%,2.2%,14,1,7.8%,51,15,3.8%,25,17,20,91,18.0%,0,0,0,penaje02
540,David Peralta*,36,SDP,262,1016,3.88,664,65.4%,22.1%,22.0%,28.5%,27.4%,77.9%,0.0%,50.9%,71.8%,35.1%,2.7%,7,0,9.9%,26,15,7.3%,19,12,11,43,20.4%,0,0,0,peralda01
541,Oswald Peraza,24,NYY,11,40,3.64,28,70.0%,28.6%,21.4%,25.0%,25.0%,71.4%,0.0%,50.0%,70.0%,45.5%,0.0%,0,0,9.1%,1,1,9.1%,1,1,2,1,66.7%,0,0,0,perazos02
542,Geraldo Perdomo#,24,ARI,388,1580,4.07,995,63.0%,35.7%,7.8%,27.2%,29.2%,64.3%,0.0%,40.5%,87.8%,21.6%,3.6%,14,0,12.4%,48,14,9.8%,38,15,26,32,44.8%,0,0,0,perdoge01
543,Jhonny Pereda,28,MIA,40,158,3.95,108,68.4%,32.4%,18.5%,22.2%,26.9%,67.6%,0.0%,46.2%,72.6%,37.5%,0.0%,0,0,10.0%,4,1,2.5%,1,1,7,3,70.0%,0,0,0,peredjh01
544,Salvador Perez,34,KCR,654,2301,3.52,1561,66.9%,14.8%,23.7%,31.5%,30.0%,85.2%,0.0%,57.8%,72.2%,42.7%,5.2%,34,5,11.2%,73,33,3.5%,23,15,12,117,9.3%,0,0,0,perezsa02
545,Wenceel Pérez#,24,DET,425,1754,4.13,1125,64.1%,28.0%,15.0%,30.1%,26.7%,71.8%,0.0%,46.1%,78.9%,24.0%,4.7%,20,0,14.1%,60,25,11.3%,48,24,25,66,27.5%,0,0,0,perezwe01
546,Blake Perkins#,27,MIL,434,1734,4.00,1115,64.1%,34.1%,17.8%,22.9%,25.2%,65.9%,0.0%,42.4%,72.9%,18.2%,4.8%,21,0,12.4%,54,11,11.1%,48,22,29,79,26.9%,0,0,0,perkibl01
547,Jace Peterson*,34,ARI,26,102,3.92,65,63.7%,26.2%,23.1%,24.6%,26.2%,73.8%,0.0%,47.1%,68.8%,23.1%,3.8%,1,0,15.4%,4,3,11.5%,3,1,0,6,0.0%,0,0,0,peterja01
548,Tommy Pham,36,TOT,479,1923,4.01,1194,62.1%,34.8%,14.7%,22.5%,28.1%,65.2%,0.0%,40.5%,77.5%,19.0%,5.2%,25,0,12.7%,61,23,8.1%,39,24,30,76,28.3%,0,0,0,phamth01
549,Tommy Pham,36,TOT,401,1591,3.97,996,62.6%,34.7%,14.9%,22.1%,28.3%,65.3%,0.0%,40.9%,77.2%,17.5%,5.5%,22,0,13.0%,52,19,8.2%,33,19,23,67,25.6%,0,0,0,phamth01
